n,mean_min,mean_max,dev_min,dev_max
20,-0.4438458457239676,0.4291190239902927,0.7159292094965952,1.3513354428411863
100,-0.1179990174384406,0.2792079158585288,0.8794555936106273,1.1619442134899711
